Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
1247;10/02/2012 14:50;215000;17916;55;VERDADERO;300;FALSO
1248;09/02/1992 17:29;556200;46350;62;VERDADERO;300;FALSO
1249;05/06/2009 23:18;116300;9691;61;FALSO;480;VERDADERO
1250;30/03/2007 14:59;638300;53191;95;FALSO;170;FALSO
1251;12/10/2009 13:50;925900;77158;89;FALSO;190;VERDADERO
1252;27/12/1999 9:56;457200;38100;77;FALSO;80;FALSO
1253;08/08/2009 2:24;258300;21525;95;VERDADERO;430;FALSO
1254;06/10/2006 18:19;981600;81800;39;FALSO;70;FALSO
1255;26/03/2010 14:56;175200;14600;94;VERDADERO;10;VERDADERO
1256;09/02/2000 19:22;891200;74266;44;VERDADERO;260;FALSO
1257;03/12/2006 0:30;556400;46366;86;VERDADERO;240;FALSO
1258;16/12/1992 7:36;400200;33350;15;VERDADERO;80;FALSO
1259;02/09/1990 10:11;559400;46616;37;FALSO;120;FALSO
1260;13/01/1996 13:26;641800;53483;65;VERDADERO;270;VERDADERO
1261;09/07/2002 7:20;432400;36033;86;FALSO;40;VERDADERO
1262;19/08/1995 22:30;271300;22608;31;FALSO;400;VERDADERO
1263;03/07/1994 2:57;652300;54358;97;FALSO;360;VERDADERO
1264;02/05/2006 11:58;350700;29225;42;FALSO;370;VERDADERO
1265;14/11/2010 14:43;347400;28950;55;VERDADERO;50;FALSO
1266;17/11/1998 11:55;875000;72916;13;FALSO;480;FALSO
1267;27/08/2008 15:58;132300;11025;39;FALSO;360;FALSO
1268;05/07/2011 11:15;581500;48458;74;VERDADERO;470;VERDADERO
1269;06/11/1990 10:20;540200;45016;33;VERDADERO;40;VERDADERO
1270;21/12/2001 9:07;897000;74750;15;FALSO;360;VERDADERO
1271;26/08/2008 5:23;227600;18966;57;VERDADERO;310;FALSO
1272;01/12/2006 13:20;140100;11675;96;VERDADERO;240;VERDADERO
1273;05/05/1995 18:40;842000;70166;72;VERDADERO;180;VERDADERO
1274;19/03/1994 22:37;242100;20175;79;FALSO;240;FALSO
1275;30/05/2012 1:47;749900;62491;46;FALSO;260;VERDADERO
1276;27/11/1992 12:08;395700;32975;72;FALSO;380;VERDADERO
1277;30/09/2003 5:38;460300;38358;80;VERDADERO;120;FALSO
1278;08/06/2003 4:27;773400;64450;99;FALSO;130;FALSO
1279;26/07/1993 23:23;435900;36325;57;VERDADERO;350;FALSO
1280;16/03/2012 8:53;481700;40141;36;FALSO;260;VERDADERO
1281;24/08/2001 19:52;382000;31833;22;FALSO;90;VERDADERO
1282;26/01/1991 14:53;509100;42425;56;VERDADERO;190;FALSO
1283;24/11/1994 13:32;333100;27758;96;FALSO;270;FALSO
1284;16/04/2009 4:23;914100;76175;98;FALSO;190;FALSO
1285;11/06/2003 0:05;243300;20275;38;FALSO;480;VERDADERO
1286;10/07/1999 19:26;333800;27816;37;FALSO;410;VERDADERO
1287;01/09/1996 22:05;561100;46758;80;VERDADERO;330;VERDADERO
1288;25/04/1998 19:50;533800;44483;85;VERDADERO;300;VERDADERO
1289;22/06/2003 21:12;739500;61625;79;VERDADERO;380;VERDADERO
1290;14/05/2009 11:23;535000;44583;89;VERDADERO;190;VERDADERO
1291;29/04/2006 4:23;843600;70300;37;VERDADERO;250;FALSO
1292;26/01/1999 16:16;738000;61500;71;FALSO;90;FALSO
1293;18/06/1994 20:13;417900;34825;80;VERDADERO;250;VERDADERO
1294;30/01/1996 21:44;202200;16850;27;VERDADERO;140;FALSO
1295;14/02/2005 18:40;587000;48916;66;FALSO;20;VERDADERO
1296;03/02/1990 22:00;893700;74475;19;FALSO;360;FALSO
1297;22/11/2000 14:42;270600;22550;22;VERDADERO;490;VERDADERO
1298;07/02/1997 22:19;472900;39408;37;VERDADERO;190;FALSO
1299;24/01/1994 7:56;248100;20675;19;VERDADERO;300;VERDADERO
1300;19/03/1993 1:33;682800;56900;33;VERDADERO;440;FALSO
1301;22/06/1995 5:21;713200;59433;16;VERDADERO;240;FALSO
1302;24/04/1990 11:14;975000;81250;97;VERDADERO;370;FALSO
1303;26/12/2004 6:37;655600;54633;12;VERDADERO;270;FALSO
1304;16/05/2012 14:23;345400;28783;27;FALSO;180;FALSO
1305;01/10/2002 11:45;114700;9558;96;FALSO;440;VERDADERO
1306;14/05/1999 14:10;381100;31758;51;VERDADERO;480;FALSO
1307;21/05/2010 19:25;300100;25008;77;FALSO;270;FALSO
1308;03/07/2002 13:29;771400;64283;24;VERDADERO;450;VERDADERO
1309;21/09/2000 22:06;224300;18691;28;FALSO;210;VERDADERO
1310;06/10/2006 10:21;310100;25841;49;VERDADERO;170;VERDADERO
1311;21/07/2012 17:33;681200;56766;74;VERDADERO;310;FALSO
1312;01/03/1997 4:39;178600;14883;45;FALSO;70;FALSO
1313;04/02/1999 14:04;629700;52475;62;FALSO;340;FALSO
1314;27/03/1996 22:38;778200;64850;89;FALSO;460;VERDADERO
1315;15/06/1990 6:45;691900;57658;88;FALSO;20;VERDADERO
1316;26/05/1998 0:07;877500;73125;31;FALSO;170;VERDADERO
1317;28/05/2011 1:20;211800;17650;28;FALSO;490;FALSO
1318;11/10/1996 5:14;408100;34008;26;FALSO;210;VERDADERO
1319;02/09/1995 7:18;732100;61008;57;FALSO;480;VERDADERO
1320;02/10/2002 11:39;443900;36991;28;FALSO;340;FALSO
1321;18/02/2009 19:43;265100;22091;14;VERDADERO;10;FALSO
1322;14/12/1998 20:13;302500;25208;43;VERDADERO;210;VERDADERO
1323;04/01/2011 9:55;848000;70666;56;VERDADERO;140;VERDADERO
1324;09/10/2011 13:16;999700;83308;43;VERDADERO;150;FALSO
1325;03/04/2005 4:02;630800;52566;73;VERDADERO;420;FALSO
1326;13/01/1992 5:39;123600;10300;67;VERDADERO;180;FALSO
1327;06/07/2006 12:25;148500;12375;14;VERDADERO;40;VERDADERO
1328;24/02/1998 13:49;627100;52258;19;FALSO;60;VERDADERO
1329;17/05/1996 1:34;182000;15166;91;VERDADERO;260;FALSO
1330;02/07/2005 2:46;478800;39900;86;VERDADERO;70;FALSO
1331;17/06/2003 17:12;122700;10225;42;FALSO;160;FALSO
1332;09/10/2008 16:57;671200;55933;85;FALSO;320;FALSO
1333;14/11/1990 13:25;907800;75650;23;VERDADERO;170;FALSO
1334;25/03/2003 10:42;707800;58983;21;FALSO;100;VERDADERO
1335;17/07/1999 22:55;587500;48958;92;FALSO;370;FALSO
1336;15/10/2006 22:57;835300;69608;90;FALSO;30;VERDADERO
1337;15/03/1992 16:41;706500;58875;10;VERDADERO;490;VERDADERO
1338;26/09/1990 12:09;648100;54008;55;VERDADERO;140;VERDADERO
1339;28/02/2004 5:20;812100;67675;15;VERDADERO;360;FALSO
1340;24/03/1995 2:04;127200;10600;85;VERDADERO;300;FALSO
1341;13/03/2009 2:08;307200;25600;95;FALSO;110;VERDADERO
1342;05/09/1997 12:41;706800;58900;12;FALSO;350;VERDADERO
1343;09/02/2007 7:06;769300;64108;54;VERDADERO;10;FALSO
1344;04/02/1993 8:35;533900;44491;12;VERDADERO;180;FALSO
1345;17/06/1994 12:43;416500;34708;90;FALSO;150;VERDADERO
1346;07/04/2006 6:47;126500;10541;47;VERDADERO;150;VERDADERO
1347;08/08/2002 16:14;327400;27283;75;FALSO;20;VERDADERO
1348;14/12/1999 17:43;673900;56158;30;FALSO;270;VERDADERO
1349;10/01/1994 19:11;776600;64716;47;VERDADERO;120;FALSO
1350;18/06/2007 10:58;244500;20375;96;VERDADERO;290;FALSO
1351;25/10/2008 19:30;742800;61900;57;VERDADERO;440;FALSO
1352;20/05/2003 20:10;852300;71025;30;FALSO;10;FALSO
1353;01/07/1998 17:45;736000;61333;34;VERDADERO;20;VERDADERO
1354;13/07/1991 21:48;994400;82866;65;VERDADERO;170;FALSO
1355;14/04/2001 3:36;961900;80158;57;VERDADERO;240;FALSO
1356;20/01/2005 8:54;541900;45158;57;VERDADERO;260;VERDADERO
1357;07/07/2005 16:39;839600;69966;83;VERDADERO;370;FALSO
1358;14/07/2000 2:57;742400;61866;24;VERDADERO;280;FALSO
1359;30/03/1994 18:58;567300;47275;29;FALSO;350;FALSO
1360;13/02/2009 11:08;945700;78808;38;VERDADERO;410;VERDADERO
1361;22/06/2010 8:33;493300;41108;60;FALSO;40;VERDADERO
1362;30/11/1994 20:45;789600;65800;84;VERDADERO;190;FALSO
1363;27/04/1998 23:50;385200;32100;71;VERDADERO;290;VERDADERO
1364;21/10/2006 9:06;288100;24008;80;VERDADERO;310;VERDADERO
1365;06/01/2003 14:40;909400;75783;28;VERDADERO;260;FALSO
1366;17/10/2006 20:40;727100;60591;57;FALSO;300;VERDADERO
1367;21/04/1999 20:43;959300;79941;58;VERDADERO;340;VERDADERO
1368;30/06/2011 15:39;394100;32841;27;FALSO;280;VERDADERO
1369;17/12/2003 9:29;737700;61475;11;VERDADERO;60;VERDADERO
1370;22/05/2000 11:20;821600;68466;29;VERDADERO;150;FALSO
1371;31/12/2010 0:07;108900;9075;71;VERDADERO;110;FALSO
1372;15/08/1995 6:18;615600;51300;79;FALSO;40;VERDADERO
1373;08/07/2004 23:46;720200;60016;74;VERDADERO;250;FALSO
1374;07/04/2009 0:15;168800;14066;78;VERDADERO;490;VERDADERO
1375;15/10/2007 19:33;718000;59833;74;FALSO;420;VERDADERO
1376;23/06/2011 20:13;596600;49716;66;VERDADERO;450;VERDADERO
1377;06/10/1990 4:12;669700;55808;68;VERDADERO;440;FALSO
1378;24/01/2005 20:29;724000;60333;19;FALSO;470;VERDADERO
1379;27/10/1999 19:47;583100;48591;77;VERDADERO;70;FALSO
1380;04/12/1995 20:22;464200;38683;13;VERDADERO;100;FALSO
1381;04/04/2007 13:36;461200;38433;98;FALSO;350;VERDADERO
1382;20/12/1997 4:09;706100;58841;20;FALSO;260;FALSO
1383;23/10/2006 6:56;263500;21958;74;VERDADERO;110;VERDADERO
1384;25/12/1991 12:25;737100;61425;77;FALSO;160;FALSO
1385;19/11/1990 6:30;224900;18741;87;FALSO;130;FALSO
1386;23/12/2006 18:16;711900;59325;41;FALSO;350;VERDADERO
1387;12/04/1990 1:51;632800;52733;63;VERDADERO;160;VERDADERO
1388;19/07/1992 11:22;684000;57000;67;FALSO;390;FALSO
1389;17/01/2004 12:38;224500;18708;38;VERDADERO;50;VERDADERO
1390;26/07/2000 2:45;562100;46841;12;VERDADERO;220;FALSO
1391;22/09/2006 5:37;221000;18416;71;VERDADERO;320;VERDADERO
1392;23/09/1998 22:29;696700;58058;31;FALSO;450;FALSO
1393;11/06/2004 1:05;694200;57850;95;FALSO;270;VERDADERO
1394;16/12/2009 5:27;551400;45950;35;FALSO;380;FALSO
1395;31/01/2000 10:31;302100;25175;42;FALSO;480;FALSO
1396;23/01/2003 23:26;759900;63325;30;VERDADERO;160;VERDADERO
1397;06/04/1998 15:17;160200;13350;22;VERDADERO;460;VERDADERO
1398;12/08/1996 1:31;816200;68016;12;FALSO;370;FALSO
1399;24/04/1994 14:27;400100;33341;63;FALSO;10;VERDADERO
1400;23/09/1993 18:29;320200;26683;55;VERDADERO;50;VERDADERO
1401;16/08/1996 22:08;637600;53133;54;FALSO;10;VERDADERO
1402;18/03/2000 2:57;855500;71291;66;VERDADERO;420;FALSO
1403;29/09/1996 3:12;655100;54591;45;FALSO;80;VERDADERO
1404;20/02/2000 5:23;670600;55883;16;FALSO;190;VERDADERO
1405;29/05/2004 5:37;182500;15208;55;VERDADERO;170;VERDADERO
1406;13/10/1990 7:43;417300;34775;91;VERDADERO;20;VERDADERO
1407;27/06/2003 7:36;410900;34241;65;FALSO;330;VERDADERO
1408;04/10/1997 11:02;480900;40075;42;FALSO;440;FALSO
1409;26/04/1994 18:13;874200;72850;40;FALSO;320;VERDADERO
1410;19/04/2004 14:03;408000;34000;81;FALSO;150;FALSO
1411;21/12/2007 7:15;993700;82808;78;FALSO;40;VERDADERO
1412;29/06/1990 22:21;488200;40683;41;VERDADERO;230;VERDADERO
1413;27/10/2006 20:30;319700;26641;95;VERDADERO;260;VERDADERO
1414;08/01/1995 15:42;689000;57416;77;FALSO;410;FALSO
1415;21/07/2004 13:30;648100;54008;44;VERDADERO;230;VERDADERO
1416;22/01/2010 16:24;487800;40650;75;FALSO;80;FALSO
1417;06/08/1995 22:46;450200;37516;44;VERDADERO;200;FALSO
1418;06/01/1991 15:24;665900;55491;28;VERDADERO;460;FALSO
1419;06/04/2004 19:16;303200;25266;72;FALSO;380;VERDADERO
1420;14/10/2004 13:27;614200;51183;31;FALSO;240;VERDADERO
1421;06/07/2002 21:10;220500;18375;53;VERDADERO;250;FALSO
1422;16/06/2011 13:59;418100;34841;92;VERDADERO;20;FALSO
1423;04/10/2010 17:16;669600;55800;37;VERDADERO;40;FALSO
1424;01/08/1990 16:35;934500;77875;70;VERDADERO;160;VERDADERO
1425;18/07/1996 9:33;506100;42175;76;FALSO;10;FALSO
1426;30/07/2012 7:00;769700;64141;31;VERDADERO;70;VERDADERO
1427;28/07/1995 4:46;582900;48575;68;VERDADERO;190;VERDADERO
1428;15/10/2007 8:20;876800;73066;42;FALSO;490;FALSO
1429;19/09/2001 19:57;178700;14891;44;VERDADERO;50;VERDADERO
1430;16/05/2011 17:18;779500;64958;13;FALSO;450;VERDADERO
1431;10/06/1995 0:38;742700;61891;34;FALSO;360;VERDADERO
1432;20/05/1992 18:30;471300;39275;34;FALSO;210;VERDADERO
1433;26/09/1991 22:13;752700;62725;26;VERDADERO;390;FALSO
1434;28/02/1997 23:12;433900;36158;69;FALSO;80;FALSO
1435;06/06/1996 0:56;677200;56433;89;VERDADERO;400;VERDADERO
1436;03/05/2004 4:03;344400;28700;31;FALSO;180;VERDADERO
1437;17/04/2003 11:05;266600;22216;89;FALSO;200;VERDADERO
1438;15/05/2000 22:40;925400;77116;98;VERDADERO;60;FALSO
1439;24/04/1996 2:33;109700;9141;25;FALSO;50;FALSO
1440;27/04/2002 6:35;349200;29100;63;FALSO;400;VERDADERO
1441;09/04/2001 23:51;450100;37508;83;FALSO;220;FALSO
1442;18/11/2001 10:39;679200;56600;61;VERDADERO;110;FALSO
1443;23/04/1994 11:05;253100;21091;42;FALSO;450;FALSO
1444;21/12/1998 3:59;600800;50066;93;FALSO;300;VERDADERO
1445;19/10/2003 14:04;440700;36725;82;FALSO;260;FALSO
1446;09/06/2005 1:37;127500;10625;80;VERDADERO;200;VERDADERO
1447;06/06/1992 3:55;339900;28325;14;VERDADERO;290;VERDADERO
1448;30/11/2009 10:31;214800;17900;44;FALSO;490;VERDADERO
1449;20/05/2006 4:37;809600;67466;70;VERDADERO;40;FALSO
1450;12/10/1995 3:03;165100;13758;22;VERDADERO;330;FALSO
1451;05/03/1996 21:33;204900;17075;35;FALSO;30;FALSO
1452;29/09/1998 5:53;501700;41808;90;FALSO;210;VERDADERO
1453;22/03/1991 11:29;848900;70741;71;VERDADERO;60;VERDADERO
1454;10/04/2006 8:25;887400;73950;11;VERDADERO;250;VERDADERO
1455;27/03/1997 23:23;329500;27458;16;VERDADERO;370;VERDADERO
1456;02/10/2005 9:29;548800;45733;81;VERDADERO;250;FALSO
1457;28/12/1990 12:39;693800;57816;21;FALSO;340;FALSO
1458;24/02/2005 6:24;502800;41900;23;FALSO;410;FALSO
1459;06/06/2008 14:33;543800;45316;84;FALSO;200;FALSO
1460;26/10/2001 6:34;286800;23900;69;FALSO;10;FALSO
1461;03/04/2010 1:13;765700;63808;15;FALSO;170;VERDADERO
1462;06/11/1998 0:58;151200;12600;88;FALSO;450;FALSO
1463;03/05/2004 21:26;881300;73441;81;VERDADERO;480;FALSO
1464;22/08/2000 20:06;760800;63400;14;FALSO;200;VERDADERO
1465;11/08/1995 2:57;425500;35458;68;VERDADERO;330;FALSO
1466;05/10/1996 17:25;869900;72491;74;VERDADERO;50;FALSO
1467;16/09/2000 23:47;109300;9108;40;FALSO;110;FALSO
1468;14/03/1992 7:08;868600;72383;93;FALSO;60;FALSO
1469;30/01/2003 21:16;903300;75275;76;FALSO;480;VERDADERO
1470;18/01/2004 9:39;696000;58000;12;FALSO;60;FALSO
1471;07/06/1994 17:08;805300;67108;49;FALSO;490;FALSO
1472;20/08/1999 3:23;880000;73333;45;VERDADERO;190;VERDADERO
1473;01/06/2005 6:01;489100;40758;82;FALSO;140;FALSO
1474;12/08/2006 8:16;480900;40075;64;VERDADERO;70;VERDADERO
1475;28/01/1994 20:15;385700;32141;11;FALSO;160;VERDADERO
1476;03/03/2001 17:49;381700;31808;91;VERDADERO;50;FALSO
1477;23/06/1997 4:32;718900;59908;88;VERDADERO;30;VERDADERO
1478;06/07/1993 4:12;533500;44458;57;VERDADERO;360;VERDADERO
1479;15/07/2012 7:20;918400;76533;31;VERDADERO;100;FALSO
1480;23/04/2004 2:08;761000;63416;13;VERDADERO;210;VERDADERO
1481;04/05/1992 18:58;439000;36583;63;FALSO;250;VERDADERO
1482;05/12/2004 9:35;192000;16000;59;VERDADERO;170;FALSO
1483;30/05/2010 16:19;707200;58933;96;FALSO;300;FALSO
1484;23/09/2000 12:41;833700;69475;76;FALSO;110;FALSO
1485;08/09/1998 12:36;552000;46000;45;VERDADERO;420;VERDADERO
1486;19/11/1993 2:12;949400;79116;55;VERDADERO;410;VERDADERO
1487;24/04/2001 22:10;459600;38300;30;VERDADERO;260;FALSO
1488;19/12/2003 20:46;199000;16583;87;FALSO;460;FALSO
1489;06/04/2006 17:07;482100;40175;18;FALSO;240;VERDADERO
1490;01/10/2006 5:32;489100;40758;14;FALSO;460;FALSO
1491;17/11/1997 8:44;103500;8625;28;FALSO;210;VERDADERO
1492;02/09/1997 20:31;116300;9691;79;FALSO;80;FALSO
1493;19/04/1994 18:13;540000;45000;86;FALSO;130;VERDADERO
1494;05/01/1997 7:43;262000;21833;22;VERDADERO;170;VERDADERO
1495;01/07/2009 6:02;451300;37608;93;FALSO;320;FALSO
1496;09/03/2006 0:17;453000;37750;69;VERDADERO;410;FALSO
1497;30/08/1992 14:16;385900;32158;48;FALSO;90;FALSO
1498;12/01/1999 0:11;898400;74866;35;FALSO;200;VERDADERO
1499;02/04/2000 3:13;101400;8450;51;FALSO;330;VERDADERO
1500;20/04/1993 8:51;842500;70208;22;FALSO;260;FALSO
1501;07/06/2011 23:43;516500;43041;37;VERDADERO;140;FALSO
1502;28/04/1991 0:24;285800;23816;95;FALSO;210;FALSO
1503;30/09/1990 0:49;982100;81841;53;VERDADERO;490;VERDADERO
1504;29/01/1994 12:23;467800;38983;98;VERDADERO;220;VERDADERO
1505;04/02/2012 15:20;370800;30900;70;VERDADERO;420;FALSO
1506;20/11/1990 16:24;153500;12791;77;VERDADERO;460;FALSO
1507;08/01/2002 0:39;369000;30750;57;VERDADERO;60;VERDADERO
1508;13/05/1998 19:34;770500;64208;63;VERDADERO;70;FALSO
1509;02/05/1996 8:51;307300;25608;57;VERDADERO;160;FALSO
1510;30/07/1999 13:22;976600;81383;91;VERDADERO;60;VERDADERO
1511;01/10/1999 2:39;612100;51008;97;VERDADERO;90;FALSO
1512;31/05/2004 8:10;542300;45191;56;FALSO;300;VERDADERO
1513;25/06/2000 16:33;318300;26525;98;VERDADERO;430;FALSO
1514;25/01/2001 16:02;274200;22850;33;FALSO;130;VERDADERO
1515;09/07/2000 9:11;393300;32775;59;VERDADERO;190;FALSO
1516;16/02/2004 19:43;337700;28141;61;FALSO;140;VERDADERO
1517;02/11/2007 9:14;821800;68483;61;VERDADERO;320;VERDADERO
1518;16/06/1993 15:00;631600;52633;50;VERDADERO;110;VERDADERO
1519;26/06/1992 12:35;825400;68783;31;VERDADERO;230;VERDADERO
1520;22/11/2008 22:28;244300;20358;70;VERDADERO;480;VERDADERO
1521;22/09/2008 18:38;992800;82733;99;VERDADERO;470;VERDADERO
1522;03/02/2007 19:11;971200;80933;52;FALSO;150;VERDADERO
1523;28/05/2001 5:26;811500;67625;32;VERDADERO;110;FALSO
1524;01/08/2010 4:42;593000;49416;17;VERDADERO;80;FALSO
1525;29/10/2010 5:55;588500;49041;40;FALSO;380;VERDADERO
1526;24/01/2009 14:43;362200;30183;73;VERDADERO;180;FALSO
1527;23/01/1998 16:15;492500;41041;62;FALSO;310;FALSO
1528;03/06/1995 10:01;806600;67216;68;VERDADERO;440;FALSO
1529;08/10/1995 13:16;361800;30150;16;FALSO;320;FALSO
1530;19/07/1990 19:44;471100;39258;53;FALSO;410;VERDADERO
1531;16/11/1998 10:22;298400;24866;96;VERDADERO;130;FALSO
1532;30/11/2008 8:23;587900;48991;37;FALSO;120;FALSO
1533;23/04/2004 8:33;161600;13466;59;VERDADERO;240;VERDADERO
1534;18/01/2006 16:48;722300;60191;20;FALSO;40;VERDADERO
1535;18/02/2011 18:31;779400;64950;90;FALSO;50;FALSO
1536;19/09/2001 9:35;840400;70033;30;VERDADERO;350;FALSO
1537;18/12/2004 23:02;503500;41958;68;FALSO;280;FALSO
1538;06/06/2002 22:55;921300;76775;29;FALSO;390;FALSO
1539;11/02/1995 21:02;237800;19816;66;FALSO;410;VERDADERO
1540;18/06/1991 3:42;464600;38716;16;FALSO;440;VERDADERO
1541;24/08/2001 14:54;514700;42891;50;VERDADERO;90;FALSO
1542;18/01/2006 5:34;328100;27341;64;FALSO;220;FALSO
1543;28/03/2001 19:42;854100;71175;20;VERDADERO;30;VERDADERO
1544;30/06/2010 20:58;190900;15908;90;FALSO;420;VERDADERO
1545;04/05/2006 5:55;443100;36925;56;VERDADERO;80;VERDADERO
1546;19/04/1999 17:02;187300;15608;92;VERDADERO;110;FALSO
1547;04/12/1997 23:50;540500;45041;18;VERDADERO;330;VERDADERO
1548;04/11/2005 15:52;831900;69325;31;FALSO;180;FALSO
1549;26/09/2003 9:21;230200;19183;10;FALSO;270;FALSO
1550;04/09/1995 18:28;843800;70316;21;VERDADERO;160;FALSO
1551;16/09/2002 23:16;927600;77300;31;FALSO;380;VERDADERO
1552;13/01/2001 1:30;851700;70975;45;VERDADERO;380;FALSO
1553;07/11/1991 8:48;672500;56041;43;FALSO;280;FALSO
1554;24/04/1994 7:04;925400;77116;56;VERDADERO;190;VERDADERO
1555;27/07/2005 7:45;636600;53050;62;VERDADERO;450;FALSO
1556;01/03/1998 3:32;448300;37358;70;VERDADERO;410;FALSO
1557;11/02/1990 1:04;235400;19616;96;VERDADERO;410;FALSO
1558;13/11/2008 6:27;280400;23366;15;FALSO;230;VERDADERO
1559;16/04/2001 13:45;235500;19625;15;VERDADERO;230;FALSO
1560;13/01/2003 4:09;144500;12041;34;FALSO;410;VERDADERO
1561;01/02/1999 11:09;759900;63325;75;VERDADERO;410;FALSO
1562;24/09/1998 12:28;801900;66825;64;FALSO;340;VERDADERO
1563;20/06/1992 16:51;777300;64775;84;FALSO;390;VERDADERO
1564;27/08/2000 22:17;704500;58708;38;FALSO;90;FALSO
1565;21/04/2011 8:47;287800;23983;53;VERDADERO;270;FALSO
1566;16/09/1991 5:54;630700;52558;81;VERDADERO;410;FALSO
1567;09/09/2002 17:24;480200;40016;11;FALSO;440;FALSO
1568;13/06/1992 19:02;885100;73758;36;FALSO;420;VERDADERO
1569;21/11/2002 18:46;754100;62841;64;FALSO;390;VERDADERO
1570;20/04/1993 5:00;960700;80058;61;FALSO;130;VERDADERO
1571;02/04/1998 20:20;290500;24208;61;FALSO;220;VERDADERO
1572;07/09/2007 20:54;147500;12291;63;VERDADERO;350;FALSO
1573;14/05/1991 21:05;818800;68233;38;FALSO;270;VERDADERO
1574;05/07/2010 16:31;991700;82641;57;FALSO;340;FALSO
1575;08/01/2012 3:43;799900;66658;32;VERDADERO;10;VERDADERO
1576;16/12/2004 4:56;226200;18850;32;FALSO;70;FALSO
1577;10/05/2001 22:20;286800;23900;37;FALSO;170;VERDADERO
1578;15/09/2002 12:01;977300;81441;32;FALSO;440;VERDADERO
1579;10/11/2002 15:40;751900;62658;47;VERDADERO;200;FALSO
1580;09/08/1995 13:14;226800;18900;32;VERDADERO;300;VERDADERO
1581;25/05/2009 3:41;325100;27091;94;VERDADERO;190;VERDADERO
1582;21/05/2006 12:12;372100;31008;32;FALSO;440;FALSO
1583;31/01/2001 7:41;583100;48591;76;FALSO;200;VERDADERO
1584;11/06/1998 12:12;808500;67375;13;VERDADERO;450;FALSO
1585;25/01/2012 5:27;918600;76550;91;VERDADERO;330;VERDADERO
1586;05/03/2000 6:26;343400;28616;82;VERDADERO;470;VERDADERO
1587;19/07/2004 3:31;292500;24375;70;VERDADERO;160;VERDADERO
1588;08/04/1994 1:28;477500;39791;87;FALSO;480;VERDADERO
1589;01/11/2009 14:22;111300;9275;58;VERDADERO;150;VERDADERO
1590;22/07/2012 4:25;634300;52858;13;VERDADERO;30;VERDADERO
1591;16/09/2010 2:19;102300;8525;16;FALSO;60;VERDADERO
1592;06/07/1995 20:57;748300;62358;75;VERDADERO;410;VERDADERO
1593;31/12/1996 0:27;253900;21158;90;FALSO;320;FALSO
1594;31/01/2000 6:39;837500;69791;56;VERDADERO;10;FALSO
1595;21/03/2005 12:47;730500;60875;59;VERDADERO;160;FALSO
1596;20/01/1998 9:33;158900;13241;16;VERDADERO;320;FALSO
1597;20/02/2006 9:45;850100;70841;86;FALSO;320;VERDADERO
1598;26/05/2002 18:22;972400;81033;75;VERDADERO;450;VERDADERO
1599;05/03/1997 17:36;340300;28358;14;FALSO;130;VERDADERO
1600;30/10/2006 6:49;497200;41433;23;VERDADERO;170;FALSO
1601;25/07/1993 4:17;817000;68083;88;FALSO;100;FALSO
1602;17/02/2006 5:25;623700;51975;57;FALSO;420;VERDADERO
1603;13/12/2007 7:57;619200;51600;33;VERDADERO;490;FALSO
1604;30/05/1991 16:19;283600;23633;37;FALSO;70;VERDADERO
1605;02/12/2006 2:31;655500;54625;59;VERDADERO;10;FALSO
1606;24/07/1998 1:11;800300;66691;38;VERDADERO;140;FALSO
1607;19/01/2005 11:07;556100;46341;84;FALSO;320;VERDADERO
1608;14/04/1994 5:57;364900;30408;36;VERDADERO;300;VERDADERO
1609;20/08/2006 1:46;783400;65283;65;FALSO;130;VERDADERO
1610;23/08/2005 23:47;807300;67275;27;VERDADERO;120;VERDADERO
1611;26/09/2011 1:56;741400;61783;74;VERDADERO;130;FALSO
1612;10/05/1993 16:36;179100;14925;19;FALSO;170;VERDADERO
1613;30/05/2004 17:46;952400;79366;59;VERDADERO;170;VERDADERO
1614;23/01/2010 21:24;921100;76758;58;FALSO;480;VERDADERO
1615;13/03/1998 12:49;750700;62558;65;FALSO;250;FALSO
1616;13/09/1991 8:11;460200;38350;43;FALSO;140;FALSO
1617;13/11/2002 17:28;173600;14466;47;FALSO;210;FALSO
1618;10/06/2006 1:02;632300;52691;66;VERDADERO;400;FALSO
1619;19/11/2010 12:07;782900;65241;94;FALSO;220;FALSO
1620;11/06/2011 13:58;624800;52066;23;FALSO;310;VERDADERO
1621;18/03/2009 0:12;458300;38191;35;VERDADERO;180;VERDADERO
1622;13/07/1992 20:12;785500;65458;68;VERDADERO;370;VERDADERO
1623;02/02/2000 23:13;471600;39300;70;FALSO;140;VERDADERO
1624;07/06/2004 23:50;387700;32308;94;FALSO;230;FALSO
1625;13/06/2002 22:17;324600;27050;98;FALSO;60;VERDADERO
1626;17/01/2005 23:58;556200;46350;24;VERDADERO;110;FALSO
1627;12/02/2008 23:33;929500;77458;95;VERDADERO;450;FALSO
1628;29/01/1998 0:13;314700;26225;21;FALSO;100;FALSO
1629;28/05/2010 3:14;307600;25633;18;FALSO;320;VERDADERO
1630;01/12/2006 2:16;182700;15225;18;FALSO;230;VERDADERO
1631;03/06/1994 12:11;695900;57991;54;FALSO;380;VERDADERO
1632;13/07/1990 1:54;926500;77208;54;FALSO;40;VERDADERO
1633;07/08/1997 11:02;813600;67800;45;VERDADERO;250;FALSO
